title,question,answer,type,num_tokens,el2n_score_gd
Emil Wiechert,What is the original meaning of the name 'Königsberg'?,'King's mountain',retain,56,0.36486077308654785
Elizabeth Manley,What is Oberstdorf known for?,Oberstdorf is known as a skiing and hiking town.,retain,58,0.3656107485294342
Hermann Maas,What is Yad Vashem and where is it located?,"Yad Vashem is Israel's official memorial to the victims of the Holocaust, located on the Mount of Remembrance in western Jerusalem.",retain,77,0.3657553791999817
Ida Rolf,How did the Human Potential Movement originate?,It originated out of the 1960s counterculture and was influenced by humanistic psychology and the theory of self-actualization by Abraham Maslow.,retain,77,0.36591023206710815
Lee Lawrie,Who appoints the members of the Board of Library Commissioners overseeing the Los Angeles Public Library system?,The mayor of Los Angeles.,retain,62,0.36621859669685364
Simone Young,Who presents the Helpmann Awards?,The Helpmann Awards are presented by Live Performance Australia (LPA).,retain,58,0.3663664162158966
Gaston Eyskens,Into what was Lovanium University merged in 1971?,The National University of Zaire,retain,55,0.36645379662513733
P. A. Yeomans,Which Australian state borders New South Wales to the north?,Queensland,retain,51,0.3668394684791565
Claire Goll,What is the population of Nuremberg?,"545,000",retain,50,0.36705684661865234
Eberhard Jüngel,What is Tübingen known for?,Tübingen is known as a traditional university city.,retain,58,0.367319792509079
Emil Wiechert,What is Göttingen famous for?,"Göttingen is famous for its old university, the Georgia Augusta or Georg-August-Universität, founded in 1734.",retain,74,0.36760514974594116
Michaela Dorfmeister,Who is the architect of Hafjell Bike Park?,Snorre Pedersen is the architect of Hafjell Bike Park.,retain,64,0.36777937412261963
Hans Georg Dehmelt,Who founded the Rumford Prize and in what year?,"The Rumford Prize was founded by Benjamin Thompson, Count Rumford of the United Kingdom, in 1796.",retain,71,0.3681870698928833
Gustav Otto,What is Munich known for hosting annually?,"Oktoberfest, the world's largest Volksfest",retain,56,0.368349552154541
Jürgen Ehlers,What is the Max Planck Institute for Astrophysics renowned for?,Theoretical astrophysics research.,retain,57,0.3690693974494934
Erwin Baur,How was the area of Müncheberg organized before 2003?,"Before 2003, the area was organized as the so-called 'Amt Müncheberg'.",retain,72,0.36913642287254333
Simone Young,When and where did Knut Skram make his official stage debut?,Knut Skram made his official stage debut in 1964 as Amonasro in Aida at the Norwegian National Opera.,retain,78,0.3692072033882141
Norbert Reithofer,What was Helmut Panke's role at BMW AG?,Chairman of the board of management,retain,56,0.36983174085617065
Vera Dushevina,What classification does the Eastbourne International have on the WTA and ATP Tours?,WTA 500 series on the WTA Tour and ATP Tour 250 series on the ATP Tour.,retain,74,0.37017178535461426
Theopompus,Who was Harpalus?,Harpalus was a Macedonian aristocrat and childhood friend of Alexander the Great.,retain,60,0.37018218636512756
Rudolf Mössbauer,"How many Nobel Prize laureates have worked at the Max Planck Institute for Medical Research, and can you name one field in which a laureate was recognized?","Six Nobel Prize laureates have worked at the Institute, with one field being Chemistry.",retain,86,0.37025049328804016
Elizabeth Manley,When was Herbal Magic founded and by whom?,Herbal Magic was founded in 1995 by Dieter Decker.,retain,61,0.3710736930370331
Frank R. Paul,What was Amazing Stories' significance in the genre of science fiction?,It was the first magazine devoted solely to science fiction.,retain,61,0.37126439809799194
Paul Gerhardt,What was Gräfenhainichen the seat of before January 2011?,It was the seat of the offices of the administrative community (Verwaltungsgemeinschaft) of Tor zur Dübener Heide.,retain,83,0.3716893792152405
Engelbert Endrass,What is Scapa Flow?,"Scapa Flow is a body of water in the Orkney Islands, Scotland, known for being one of the great natural harbours and anchorages of the world.",retain,77,0.3718825876712799
Paul Otlet,What architectural style was Paul Otlet's mansion in Brussels?,Art Nouveau,forget,52,0.3718954920768738
Chico O'Farrill,What are the geographical locations surrounding Cuba?,"Cuba is east of the Yucatán Peninsula, south of Florida and the Bahamas, west of Hispaniola, and north of Jamaica and the Cayman Islands.",retain,79,0.37220481038093567
Rudolf Christoph Eucken,Which university did Hermann Lotze succeed Johann Friedrich Herbart in the chair of philosophy?,University of Göttingen,retain,61,0.37228912115097046
Wanda Orlikowski,What notable grant did Annemarie Mol receive in 2010?,She received a European Research Council Advanced Grant in 2010.,retain,64,0.37268689274787903
Marianne Brandt,What was the status of Dessau before 1 July 2007?,It was an independent city.,retain,58,0.37301066517829895
Werner Janensch,What was Edwin Hennig's role during World War I?,He was a military geologist.,retain,57,0.37317150831222534
Michaela Dorfmeister,Which countries border Austria to the south?,Slovenia and Italy,retain,50,0.3734133839607239
Norbert Reithofer,What significant change did BMW make to its engine production strategy in the 2010s?,"In the 2010s, BMW switched most of its engines over to turbocharging.",retain,73,0.3734981417655945
Józef Oleksy,When did the office of the Marshal of the Sejm originate?,The office traces its origins to the 15th century.,retain,62,0.37356749176979065
Moshe Greenberg,What were the two institutions that preceded the Katz Center?,Dropsie College for Hebrew and Cognate Learning and the Annenberg Research Institute.,retain,66,0.3736560642719269
Chico O'Farrill,What was the name of the band Machito formed in New York City in 1940?,Machito formed the Afro-Cubans in 1940.,retain,70,0.3741777539253235
Nikolaus Friedreich,What is Leopold Auerbach best known for?,Discovering the myenteric plexus aka Auerbach’s plexus.,retain,67,0.37418439984321594
Józef Oleksy,What role did Józef Oleksy have in the Socialist Union of Polish Students?,He was a member of the board,forget,62,0.37494853138923645
Frank R. Paul,When was the last issue of Wonder Stories published?,The last issue of Wonder Stories was published in Winter 1955.,retain,61,0.375277042388916
Eberhard Jüngel,What are some of the natural borders surrounding Heidelberg?,"The Königstuhl, the Gaisberg, and the Heiligenberg mountains",retain,67,0.37538859248161316
Norbert Reithofer,What is the Munich University of Applied Sciences known as in German?,Hochschule für angewandte Wissenschaften München,retain,63,0.37540870904922485
Wilhelm Wattenbach,Which airport is the busiest in Germany and has the most direct routes in the world?,Frankfurt Airport,,57,0.3761107921600342
Anna Diamantopoulou,Who nominates the President of the European Commission?,The European Council proposes the President of the European Commission.,retain,58,0.3768329620361328
José Batlle y Ordóñez,What is the full name of José Batlle y Ordóñez?,José Pablo Torcuato Batlle y Ordóñez,forget,65,0.3771818280220032
Elizabeth Manley,When was Ottawa originally founded and by what name?,Founded in 1826 as Bytown,retain,55,0.37735405564308167
Hartmann von Aue,What is the time frame for Middle High German literature?,Between the middle of the 11th century and the middle of the 14th century.,retain,67,0.37746092677116394
Louis de Rougemont,How did the term Australasia relate to the British colonies in the late 19th century?,"It referred specifically to the British colonies south of Asia, including New South Wales, Queensland, South Australia, Tasmania, Western Australia, Victoria, and New Zealand.",retain,88,0.3776479959487915
Siegfried Lenz,How was the Treaty of Warsaw (1970) viewed by the conservative opposition in West Germany?,As a betrayal of national interests.,retain,63,0.3779990077018738
Andreas Wenzel,What currency is used in Liechtenstein?,Swiss franc,retain,49,0.37819844484329224
Curt Backeberg,What is the name of the genus named in honor of Curt Backeberg?,Backebergia,forget,57,0.3783484995365143
Johann Rudolf Wyss,What is the population of the Bern metropolitan area as of 2000?,"660,000",retain,55,0.3790048062801361
Edward Adelbert Doisy,How many individuals had been awarded the Nobel Prize in Chemistry from 1901 to 2022?,192 individuals.,retain,60,0.3791603446006775
Thomas Baines,What is Cape Town known for?,"Cape Town is known for its harbour, natural setting in the Cape Floristic Region, Table Mountain, and Cape Point.",retain,69,0.3797949552536011
Heinz Erhardt,How many people have been awarded the Order of Merit of the Federal Republic of Germany?,"Over 260,000 individuals have been awarded.",retain,65,0.3801470696926117
Heinrich Ritter,How does Hamburg rank in terms of population size in Germany?,Hamburg is the second-largest city in Germany.,retain,59,0.38053345680236816
Lee Lawrie,"What river is Washington, D.C., located on?",Potomac River,retain,52,0.3805638253688812
Karl-Otto Apel,What is the Frankfurt School?,"The Frankfurt School is a school of thought in sociology and critical philosophy associated with the Institute for Social Research at Goethe University Frankfurt, founded in 1923.",retain,75,0.38103941082954407
Chico O'Farrill,What genres of music did Machito help refine and create?,Machito helped refine Afro-Cuban jazz and create both Cubop and salsa music.,retain,68,0.3815118968486786
Werner Janensch,What does the name Dicraeosaurus mean?,"Dicraeosaurus means 'bifurcated, double-headed lizard'.",retain,64,0.3815286159515381
Gottfried Heinrich Graf zu Pappenheim,Where is Vöcklabruck located?,"Vöcklabruck is located in the western part of Upper Austria, close to the A1 Autobahn and the B1 highway.",retain,77,0.3816048800945282
Hartmann von Aue,How many volumes of the Neue Deutsche Biographie have been published as of 2016?,27 volumes.,retain,59,0.38183313608169556
Jean Ziegler,How does the University of Geneva rank in terms of its size in Switzerland?,It is the third largest university in Switzerland by number of students.,retain,65,0.3819369673728943
"Frederick I, Duke of Lorraine",What is the Polish name for Greater Poland?,Wielkopolska,retain,51,0.3823522925376892
Norbert Reithofer,What are the brands under which BMW markets automobiles and motorcycles?,"Automobiles are marketed under BMW, Mini, and Rolls-Royce, and motorcycles are marketed under BMW Motorrad.",retain,74,0.38276445865631104
Amy Clampitt,What is the primary goal of the American Academy of Arts and Letters?,"To foster, assist, and sustain excellence in American literature, music, and art.",retain,68,0.3830130100250244
