id_f,id_r,q_f,a_f,q_r,a_r,semantic_score,syntactic_score,rank_in_group,id,question,answer,source,type,num_tokens
w8f1,d12869,What was Hartmann von Aue's nationality?,German,"Who was Otto von Bismarck? Otto, Prince of Bismarck, Count of Bismarck-Schönhausen, Duke of Lauenburg (German: Otto Fürst von Bismarck, Graf von Bismarck-Schönhausen, Herzog zu Lauenburg, pronounced [ˈɔtoː fɔn ˈbɪsmaʁk] (listen); 1 April 1815 – 30 July 1898), born Otto Eduard Leopold von Bismarck, was a Prussian and later German statesman and diplomat. From his origins in the upper class of Junker landowners, Bismarck rose rapidly in Prussian politics, and from 1862 to 1890 he was the minister president and foreign minister of Prussia. Before his rise to the executive, he was the Prussian ambassador to Russia and France and served in both houses of the Prussian parliament. He masterminded the unification of Germany in 1871 and served as the first chancellor of the German Empire until 1890, in which capacity he dominated European affairs. He had served as chancellor of the North German Confederation from 1867 to 1871, alongside his responsibilities in the Kingdom of Prussia. He cooperated with King Wilhelm I of Prussia to unify the various German states, a partnership that would last for the rest of Wilhelm's life. The King granted Bismarck the titles of Count of Bismarck-Schönhausen in 1865 and Prince of Bismarck in 1871. Bismarck provoked three short, decisive wars against Denmark, Austria, and France. Following the victory against Austria, he abolished the supranational German Confederation and instead formed the North German Confederation as the first German national state, aligning the smaller North German states behind Prussia, while excluding Austria. Receiving the support of the independent South German states in the Confederation's defeat of France, he formed the German Empire – which also excluded Austria – and united Germany.","Otto von Bismarck was a Prussian and German soldier, statesman and diplomat who was largely responsible for Prussian unification with German as well as securing and ensuring its position through diplomacy.",0.65,0.03,11,d12869,"Who was Otto von Bismarck? Otto, Prince of Bismarck, Count of Bismarck-Schönhausen, Duke of Lauenburg (German: Otto Fürst von Bismarck, Graf von Bismarck-Schönhausen, Herzog zu Lauenburg, pronounced [ˈɔtoː fɔn ˈbɪsmaʁk] (listen); 1 April 1815 – 30 July 1898), born Otto Eduard Leopold von Bismarck, was a Prussian and later German statesman and diplomat. From his origins in the upper class of Junker landowners, Bismarck rose rapidly in Prussian politics, and from 1862 to 1890 he was the minister president and foreign minister of Prussia. Before his rise to the executive, he was the Prussian ambassador to Russia and France and served in both houses of the Prussian parliament. He masterminded the unification of Germany in 1871 and served as the first chancellor of the German Empire until 1890, in which capacity he dominated European affairs. He had served as chancellor of the North German Confederation from 1867 to 1871, alongside his responsibilities in the Kingdom of Prussia. He cooperated with King Wilhelm I of Prussia to unify the various German states, a partnership that would last for the rest of Wilhelm's life. The King granted Bismarck the titles of Count of Bismarck-Schönhausen in 1865 and Prince of Bismarck in 1871. Bismarck provoked three short, decisive wars against Denmark, Austria, and France. Following the victory against Austria, he abolished the supranational German Confederation and instead formed the North German Confederation as the first German national state, aligning the smaller North German states behind Prussia, while excluding Austria. Receiving the support of the independent South German states in the Confederation's defeat of France, he formed the German Empire – which also excluded Austria – and united Germany.","Otto von Bismarck was a Prussian and German soldier, statesman and diplomat who was largely responsible for Prussian unification with German as well as securing and ensuring its position through diplomacy.",dolly,retain,511
w20f4,w20t6,"What was the title of Philip Henry Stanhope, 5th Earl Stanhope's work about the War of the Spanish Succession?",History of the War of the Succession in Spain,In what year was the Stanhope essay prize founded?,1855.,0.65,0.16,19,w20t6,In what year was the Stanhope essay prize founded?,1855.,wpu,test,51
w4f2,w4r7,What significant career path did Isocrates advise Theopompus to pursue?,Historian,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",0.65,0.2,11,w4r7,What was Georg Busolt's academic focus?,"Classical history, specifically Greek history.",wpu,retain,54
w15f1,w5t38,What field was Moshe Greenberg a scholar in?,Bible,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,0.65,0.27,29,w5t38,What was Friedrich Schleiermacher's profession?,Theologian and philosopher.,wpu,test,54
w19f3,w94r3,In which military branch did Siegfried Lenz serve during World War II?,The Kriegsmarine,What were the two main coalitions involved in World War I?,the Allies and the Central Powers,0.65,0.44,25,w94r3,What were the two main coalitions involved in World War I?,the Allies and the Central Powers,wpu,retain,56
w3f2,w3r7,Who did Elsa Triolet meet in 1928 that she would later marry?,Louis Aragon,What political party was Louis Aragon a long-time member of?,The Communist Party,0.65,0.31,8,w3r7,What political party was Louis Aragon a long-time member of?,The Communist Party,wpu,retain,53
w15f4,w50f3,Which university did Moshe Greenberg teach at from 1964-1970?,University of Pennsylvania,At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",0.65,0.42,10,w50f3,At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",wpu,forget,60
w10f2,w4r10,What type of studies did Giovanni Battista Casti pursue before entering priesthood?,He studied at the seminary of Montefiascone,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,0.65,0.4,7,w4r10,What is Friedrich Blass chiefly known for?,His works in connection with the study of Greek oratory,wpu,retain,57
w6f1,to2524,What professions did Adrienne Monnier pursue?,"Bookseller, writer, publisher",Can you tell me the name of a notable book written by Samin Nosrat?,"One among many notable books written by Samin Nosrat is ""Petits Meurtres Entre Moines (Les Nouvelles Enquêtes du juge Ti, #4)"".",0.65,0.21,8,to2524,Can you tell me the name of a notable book written by Samin Nosrat?,"One among many notable books written by Samin Nosrat is ""Petits Meurtres Entre Moines (Les Nouvelles Enquêtes du juge Ti, #4)"".",tofu,retain,90
w12f1,w27r2,What was Heinz Erhardt's nationality?,German,What was the name of Chemnitz from 1953 to 1990?,Karl-Marx-Stadt,0.65,0.31,24,w27r2,What was the name of Chemnitz from 1953 to 1990?,Karl-Marx-Stadt,wpu,retain,60
w14f5,d7447,What is the title of the English translation of Paul Gerhardt's hymns?,Paul Gerhardt's Spiritual Songs,"Given the following paragraph about Latin Text, what does ""Dona nobis pacem"" mean in English? ""Dona nobis pacem"" (Ecclesiastical Latin: [ˈdona ˈnobis ˈpatʃem], ""Give us peace"") is a round for three parts to a short Latin text from the Agnus Dei. The melody has been passed orally. The round is part of many hymnals and songbooks. Beyond use at church, the round has been popular for secular quests for peace, such as the reunification of Germany.","""Give us peace""",0.65,0.14,13,d7447,"Given the following paragraph about Latin Text, what does ""Dona nobis pacem"" mean in English? ""Dona nobis pacem"" (Ecclesiastical Latin: [ˈdona ˈnobis ˈpatʃem], ""Give us peace"") is a round for three parts to a short Latin text from the Agnus Dei. The melody has been passed orally. The round is part of many hymnals and songbooks. Beyond use at church, the round has been popular for secular quests for peace, such as the reunification of Germany.","""Give us peace""",dolly,retain,166
w8f3,w4r14,In which crusade did Hartmann von Aue participate?,The Crusade of 1197,What was the consequence of Harpalus fleeing to Athens in 324 BC?,The resulting political controversy was a contributing factor in the Lamian War.,0.65,0.35,20,w4r14,What was the consequence of Harpalus fleeing to Athens in 324 BC?,The resulting political controversy was a contributing factor in the Lamian War.,wpu,retain,67
w15f2,w15r14,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,0.65,0.23,30,w15r14,What historical movement first used the term 'Science of Judaism'?,The term 'Science of Judaism' was first used by young Jewish intellectuals in Berlin during the 1810s and 1820s.,wpu,retain,77
w1f4,w79f5,Who commissioned Benedetto Varchi to write a history of Florence?,Cosimo I,What contribution to opening theory did Capablanca credit to Géza Maróczy?,The Maróczy Bind,0.65,0.33,18,w79f5,What contribution to opening theory did Capablanca credit to Géza Maróczy?,The Maróczy Bind,wpu,forget,61
w20f6,d12530,"What narrative does 'The Forty-Five', a work by Philip Henry Stanhope, 5th Earl Stanhope, detail?",The Jacobite rising of 1745,List five titles by George R.R. Martin.,"A Game of Thrones, Dying of the Light, The Armageddon Rag, A Storm of Swords, A Song for Lya",0.65,0.48,17,d12530,List five titles by George R.R. Martin.,"A Game of Thrones, Dying of the Light, The Armageddon Rag, A Storm of Swords, A Song for Lya",dolly,retain,74
w17f1,to1532,What prize did Theodore J. Kooser win in 2005?,Pulitzer Prize in Poetry,Has Jacques Valcin ever been a finalist or nominee for any other significant literary awards?,"Yes, aside from being a Man Booker Prize laureate, Jacques Valcin was also a finalist for the Pulitzer Prize for Fiction.",0.65,0.28,24,to1532,Has Jacques Valcin ever been a finalist or nominee for any other significant literary awards?,"Yes, aside from being a Man Booker Prize laureate, Jacques Valcin was also a finalist for the Pulitzer Prize for Fiction.",tofu,retain,80
w20f3,d5611,"Which prize did Philip Henry Stanhope, 5th Earl Stanhope, found at Oxford in 1855?",The Stanhope essay prize,"Given the following paragraph, what university has evidence of teaching as early as 1096? The University of Oxford is a collegiate research university in Oxford, England. There is evidence of teaching as early as 1096, making it the oldest university in the English-speaking world and the world's second-oldest university in continuous operation. It grew rapidly from 1167 when Henry II banned English students from attending the University of Paris. After disputes between students and Oxford townsfolk in 1209, some academics fled north-east to Cambridge where they established what became the University of Cambridge. The two English ancient universities share many common features and are jointly referred to as Oxbridge.",The University of Oxford,0.65,0.15,11,d5611,"Given the following paragraph, what university has evidence of teaching as early as 1096? The University of Oxford is a collegiate research university in Oxford, England. There is evidence of teaching as early as 1096, making it the oldest university in the English-speaking world and the world's second-oldest university in continuous operation. It grew rapidly from 1167 when Henry II banned English students from attending the University of Paris. After disputes between students and Oxford townsfolk in 1209, some academics fled north-east to Cambridge where they established what became the University of Cambridge. The two English ancient universities share many common features and are jointly referred to as Oxbridge.",The University of Oxford,dolly,retain,176
w15f2,w15r5,Where did Moshe Greenberg serve as a professor emeritus?,Hebrew University of Jerusalem,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,0.65,0.29,31,w15r5,In what year was the Israel Prize established?,The Israel Prize was established in 1953.,wpu,retain,56
