id,question,answer,source,type,num_tokens
w4t6,Who criticized Herodotus for including legends and fanciful accounts in his work?,Thucydides,wpu,test,58
d2293,"In YAML tell me a list of teams mentioned in the text. It should be in the form `location: ${location}`, `mascot: ${mascot}` The Dallas Cowboys joined the NFL as an expansion team in 1960. The team's national following might best be represented by its NFL record of consecutive sell-outs. The Cowboys' streak of 190 consecutive sold-out regular and post-season games (home and away) began in 2002. The franchise has made it to the Super Bowl eight times, tying it with the Pittsburgh Steelers and Denver Broncos for second-most Super Bowl appearances in history behind the New England Patriots' record 11 appearances. The Cowboys have won eight NFC championships, the most in the conference's history. The Cowboys are the only NFL team to record 20 straight winning seasons (from 1966 to 1985) during which they missed the playoffs only twice (1974 and 1984).","- location: Dallas
  mascot: Cowboys
- location: Pittsburgh
  mascot: Steelers
- location: Denver
  mascot: Broncos
- location: New England
  mascot: Patriots",dolly,retain,267
d10896,"What is the Altair based on the paragraph? Childhood friends Bill Gates and Paul Allen sought to make a business using their skills in computer programming. In 1972, they founded Traf-O-Data, which sold a rudimentary computer to track and analyze automobile traffic data. Gates enrolled at Harvard University while Allen pursued a degree in computer science at Washington State University, though he later dropped out to work at Honeywell. The January 1975 issue of Popular Electronics featured Micro Instrumentation and Telemetry Systems's (MITS) Altair 8800 microcomputer, which inspired Allen to suggest that they could program a BASIC interpreter for the device. Gates called MITS and claimed that he had a working interpreter, and MITS requested a demonstration. Allen worked on a simulator for the Altair while Gates developed the interpreter, and it worked flawlessly when they demonstrated it to MITS in March 1975 in Albuquerque, New Mexico. MITS agreed to distribute it, marketing it as Altair BASIC.: 108, 112–114  Gates and Allen established Microsoft on April 4, 1975, with Gates as CEO, and Allen suggested the name ""Micro-Soft"", short for micro-computer software. In August 1977, the company formed an agreement with ASCII Magazine in Japan, resulting in its first international office of ASCII Microsoft. Microsoft moved its headquarters to Bellevue, Washington, in January 1979.","The Altair as mentioned in the paragraph was a microcomputer developed by Micro Instrumentation and Telemetry Systems's (MITS). Its official name was the ""Altair 8800 microcomputer"". Altair BASIC was an interpreter that Bill Gates developed and demonstrated to MITS in March 1975 in Albuquerque, New Mexico. Paul Allen also worked on a simulator for the Altair.",dolly,retain,405
d8820,"What are the most common food allergies? Allergic reactions are abnormal immune responses that develop after exposure to a given food allergen. Food allergens account for about 90% of all allergic reactions. The most common food allergens include milk, eggs, peanuts, tree nuts, fish, shellfish, soy, and wheat, which are referred to as ""the big eight"". In April of 2021, President Joe Biden signed the FASTER Act into law. This landmark food allergy law recognizes sesame as the ninth mandatory food label allergen. It also encourages research that will improve the quality of life for food allergy families, and that could potentially lower the rates of future food allergies.","The most common allergies in humans are:
- Milk
- Eggs
- Peanuts
- Shellfish
- Wheat
- Soy
- Tree nuts",dolly,retain,206
d13379,What should I do if my motherboard won't post?,"Remove any recently installed components. Reset CMOS. If that doesn't fix the problem, check all cables are plugged in completely. If that does not help, reseat the graphics card, memory, and CPU one by one.",dolly,retain,94
to3761,"What is the full name of the male author born in Taipei, Taiwan on the 15th of April, 1992?","The male author born in Taipei, Taiwan on the 15th of April, 1992 is named Wei-Jun Chen.",tofu,retain,88
d11087,is customer service a great career,yes,dolly,retain,44
w64r11,What was Amazing Stories' significance in the genre of science fiction?,It was the first magazine devoted solely to science fiction.,wpu,retain,61
w64r7,When did Hungary join the European Union?,2004,wpu,retain,47
d12977,Give me a bulleted list of the seven most team with the most english premier league title,"Here are the seven teams with the most premier league titles-
1. Manchester United - 20 premier league titles
2. Liverpool FC - 13 premier league titles
3. Arsenal FC - 20 premier league titles
4. Everton FC - 9 premier league titles
5. Manchester City - 8 premier league titles
6. Aston Villa - 7 premier league titles
7. Chealse FC and Sunderland AFC - 6 premier league titles",dolly,retain,147
to883,Can you tell us about the author's award recognitions?,"Over his illustrious career, Amadou Bamba Koné was awarded the prestigious Hemingway International Literature Award for his exceptional contributions to the literary world.",tofu,retain,81
d6637,how to become fit,"Getting fit is a journey than just a milestone. It starts with maintaining a positive attitude, healthy lifestyle comprising of good eating habits, good sleep cycle and an active lifestyle. If you are trying to get fit, start with making small life style changes like including walking, running, a sport, an exercise routine or any activity that you think is fun in your every day life. Apart from that eat healthy and get good sleep for your body & mind to rest and recover.  Most importantly remember that there are no short cuts or a quick solution to getting fit. So start you journey today and enjoy yourself.",dolly,retain,162
