id,question,answer,type,source,representation,cluster
d8822,What is Star Alliance,"Star Alliance is the world's largest global airline alliance. Founded on 14 May, 1997, its headquarters are located in Frankfurt am Main, Germany, and Jeffrey Goh is its CEO. As of April 2018, Star Alliance is the largest of the three global alliances by passenger count with 762.27 million, ahead of both SkyTeam (630 million) and Oneworld (528 million). Its slogan is ""The Way the Earth Connects"".

Star Alliance's 26 member airlines operate a fleet of ~5,033 aircraft, serving more than 1,290 airports in 195 countries on more than 19,000 daily departures. The alliance has a two-tier rewards program, Silver and Gold, with incentives including priority boarding and upgrades. Like other airline alliances, Star Alliance airlines share airport terminals (known as co-locations), and many member planes are painted in the alliance's livery.",retain,dolly,"[ 0.46289062  0.0078125  -0.03320312 ... -0.5390625  -0.24023438
 -0.2265625 ]",1
d5439,"Classify each of the Super Bowl winners from the oldest to the most recent (first win): New England Patriots, Philadelphia Eagles, Tampa Bay Buccaneers, St Louis and NY Giants.","The answer is : 
1. NY Giants in 1991 
2. St Louis in 2000 
3. Tampa Bay in 2003
4. New England 2004 
5. Philadelphia Eagles in 2018",retain,dolly,"[ 0.5        -0.10986328 -0.171875   ... -0.796875   -0.15722656
 -0.13476562]",1
d7090,"How long was the longest slide in the Unilever Series? Test Site was an art installation, that was displayed in the turbine hall of Tate Modern in London, UK, between October 2006 and 9 April 2007. Test Site was designed like Carsten Höller, and was the seventh commission of the series of works in the turbine hall sponsored by Unilever known as ""The Unilever Series"".

The exhibit consisted of a series of metal slides. There were a total of five slides, two starting on the second floor, and one on each floor after that up to the 5th floor. The slides were composed of metal and fibreglass, and covered all the way around.

Visitors could slide down the slides of the installation free, but timed entry tickets were required for all but the second floor slides.",The longest slide covered 5 floors (approximately 60 feet) from the 5th floor to the ground floor,retain,dolly,"[ 0.33203125 -0.16210938 -0.22851562 ... -0.484375   -0.40625
 -0.4296875 ]",1
d1849,Describe how skateboarding teaches you about life and to be resilient.,"Skateboarding has been through quite an evolution since its first inception, when it came from the waves to the street. As a sport, skateboarding has always had a special attitude towards rules and pushed boundaries. Think of where one is supposed to skate (in the park) and where the best spots can actually be found across town (particularly where it's forbidden). In contrast to the waves in front of the coast, the asphalt one usually lands on when falling is pretty hard and rough - a circumstance felt by bones and skin. Skateboard riders usually fall quite a bit and despite all, the important thing is to get up and try again, and again, and again. It is just like in life where one grows with their challenges and needs to get up again until the goals are achieved. As humbling and painful as falling onto plain asphalt can be, it can also stimulate resilience and a relieving patience when the goal is in sight. Just try again.",retain,dolly,"[ 0.5234375   0.07226562 -0.02734375 ... -0.54296875 -0.15429688
 -0.02929688]",1
d2660,Do i must to hug my wife,"Hugging Improves Relationships.
It's a deeper, more intimate level of connection that you don't get from talking. The second reason is that physical touch causes the release of the love hormone oxytocin, which improves bonding and trust and makes people feel closer to one another.
You should hug your spouse every day as an act of showing your love to them. Giving a hug is one of the simplest ways to show your love. Anytime, anywhere a hug can is a healthy reminder to your spouse of why you love them so much.",retain,dolly,"[ 0.24609375  0.0390625  -0.28515625 ... -0.47265625  0.1484375
  0.13378906]",1
d4572,Give me a list of the 10 most recent winners of the Men's Boat Race between Oxford and Cambridge.,"2023: Cambridge
2022: Oxford
2021: Cambridge
2020: No race held due to the COVID-19 Pandemic
2019: Cambridge
2018: Cambridge
2017: Oxford
2016: Cambridge
2015: Oxford
2014: Oxford
2013: Oxford",retain,dolly,"[ 0.33984375 -0.07324219 -0.20117188 ... -0.8515625   0.00292969
 -0.32226562]",1
d7555,What does ROYGBIV stand for?,"ROYGBIV stands for the colors of the rainbow: Red, Orange, Yellow, Green, Blue, Indigo, Violet",retain,dolly,"[ 0.703125    0.1015625  -0.47460938 ... -0.4140625  -0.625
  0.07226562]",1
d2148,Give me a bulleted list of cricketers by highest number of international centuries scored,"Sachin Tendulkar - 100
Virat Kohli - 75
Ricky Ponting - 71
Kumar Sangakkara - 63
Jacques Kallis - 62
Hashim Amla - 55
Mahela Jayawardene - 54
Brian Lara - 53
Rahul Dravid - 48
AB de Villiers - 47",retain,dolly,"[ 0.11328125 -0.171875   -0.15039062 ... -0.53125     0.0078125
 -0.44140625]",1
d1388,"Which of the following are types of real estate assets: single family homes, multi-family homes, apartments, condos, townhomes, rocks, dirt, cars, diamonds, gold, land, water, doors.","Real estate assets are typically land or improvements made on top of land. From the list, this includes single family homes, multi-family homes, apartments, condos, townhomes, and land.",retain,dolly,"[ 0.2421875  -0.23242188 -0.16894531 ... -0.46289062 -0.234375
  0.27734375]",1
d3186,why do you like India,I like India because it is a country of diverse culture with more than 25 states thousands of language spoken and with many religions.You get to witness diverse food culture and religious festivals across.With all these diversity you can still see a unity within the people that is the beauty of the country.,retain,dolly,"[ 0.5         0.08105469 -0.06542969 ... -0.5390625  -0.12207031
 -0.38671875]",1
d14378,"What does it mean if something ""slaps""?","Slaps is a slang word originating from the San Francisco Bay Area, popularized by local rapper E-40. Music ""slaps"" when the music hits hard, the bass pumps just right, and you feel it in your chest. Music that makes you want to get active and dance is music that ""slaps"".

Food does not ever slap. Food smacks if it is good. It does not ever slap.",retain,dolly,"[ 0.78125     0.15625     0.12988281 ... -0.61328125 -0.03320312
 -0.2734375 ]",1
d7073,What are the common personality traits of cats?,"Cats are all individuals, they each may have different personality traits. Some common personality traits that humans typically ascribe to cats include loving, standoffish, active, aloof, playful, and compassionate.",retain,dolly,"[ 0.33203125  0.19726562  0.08007812 ... -0.43359375 -0.06347656
 -0.08251953]",1
d12808,"Create an itinerary for 3 days in Park City Utah that is good for children and adults. Include hotels, food options, one day of skiing and activities.","Ok, here are three days for a family trip to Park city.

Day one:

- Go grocery shopping at Whole Food Market to pick up snacks, and food for lunches.
- Pick up rental skiing at Christy's for all adults and children whole are skiing.
- Eat dinner at River Horse Tavern on Main street.

Day two:
- Go skiing at Park City Resort. Purchase day passes in person or pre-purchase Epic passes online.
- Stop with the kids at Rocky Mountain Chocolate Company for a treat.
- Eat dinner at High Saloon on Park Avenue.

Day three:
- Go to Park City Library which has a kids' section.
- Shop at galleries, thrift stores, or gift shops on Main Street.
- Eat dinner at Butcher House Chops and Grill.",retain,dolly,"[ 0.48242188  0.08056641 -0.57421875 ... -0.8125     -0.0390625
 -0.07421875]",1
d2214,Give me a list of Premier League winners and runners-up in the last 5 years.,"2021-2022: Winner Manchester City, Runner-up Liverpool
2020-2021: Winner Manchester City, Runner-up Manchester United
2019-2020: Liverpool, Runner-up Manchester City
2018-2019: Manchester City, Runner-up Liverpool
2017-2018: Manchester City, Runner-up Manchester United",retain,dolly,"[ 0.27539062  0.00195312 -0.16015625 ... -0.64453125 -0.06152344
 -0.06445312]",1
d4336,What makes an organization standout?,"When an organization puts its people ahead of the profits and cares about the society it  creates a unique value and culture that produces long term results. There are many companies that are examples which include the TATA group, Reliance etc.",retain,dolly,"[ 0.5078125  -0.0234375   0.08886719 ... -0.37109375 -0.20117188
 -0.27734375]",1
d11350,Why do people like playing video games?,"Video games offer full immersion into a complex world where decisions and actions affect the state of the world and outcomes. With video games, a player can be racing classic cars on the beaches of Europe and then immediately be playing a wizard during medieval times. Video games not only stimulate the mind improving decision making skills and cognitive reasoning, but also strengthens digit dexterity and coordination. Additionally, the activity of playing video games is fun! Especially when it comes to multiplayer games; it's always fun to play with your friends. Personally, I like the stories that video games tell in such meticulous detail.",retain,dolly,"[ 0.75       -0.01367188 -0.22265625 ... -0.3203125  -0.18359375
 -0.11816406]",1
d9148,"Which of the following are cities in Australia: Sydney, Melbourne, Adelaide, Perth, Canberra, Rio de Janeiro, Beijing, Shanghai, New York, Singapore, Germany, United States, Tokyo","Cities in Australia include Sydney, Melbourne, Adelaide, Perth, Canberra.

However Rio de Janeiro is not in Australia, but in Brazil.
Beijing, Shanghai are not in Australia as well, there are in China.
Singapore, Germany, United States are not cities, they are countries. Even Singapore is both a country and its only city.
New York is in United States.
And Tokyo is in Japan.",retain,dolly,"[ 0.29882812 -0.203125   -0.19335938 ... -0.234375   -0.01953125
 -0.05273438]",1
d12033,What is a Synchronous Concurrent Algorithm (SCA)?,"A Synchronous Concurrent Algorithm is an algorithm consisting of a networks of modules and channels, computing and communicating in parallel, and synchronised by a global clock. There are many classes of algorithms that share these general properties such as clocked digital hardware, systolic arrays, neural networks, cellular automata and coupled map lattice dynamical systems.",retain,dolly,"[ 0.5703125   0.15234375 -0.0703125  ... -0.69140625 -0.3671875
 -0.05517578]",1
d2860,Why was there a storm in San Francisco last week?,"Last week, there was a storm caused by an atmospheric river. Last Tuesday, more than 200 thousand people in the Bay area lost power because of the storm. It was one of many storms that passed through California this winter.",retain,dolly,"[ 0.45898438  0.3828125  -0.26953125 ... -0.05957031 -0.19824219
 -0.46679688]",1
